"Subject"	"Observer"	"APT_BlackC"	"APT_BlackA"	"APT_WhiteC"	"APT_WhiteA"	"APT_DiffA"	"APT_MeanC"	"APT_AResid"	"WIT_BlackC"	"WIT_BlackA"	"WIT_WhiteC"	"WIT_WhiteA"	"WIT_DiffA"	"WIT_MeanC"	"WIT_AResid"	"WIT_MeanC.stand"	"WIT_AResid.stand"	"WIT_DiffA.stand"	"AP_MeanC.stand"	"AP_AResid.stand"	"AP_DiffA.stand"
22	"Absent"	-0.0208333333333334	0.510204081632653	0.270833333333333	0.657142857142857	-0.146938775510204	0.125	0.0291822478231595	0.229166666666667	0.405405405405405	0.270833333333333	0.257142857142857	0.148262548262548	0.25	-0.0566705100789487	-0.568561846950531	-0.337403293491202	0.474322602939524	-1.22703359427932	0.183095919679808	-0.690937645481009
23	"Present"	0.645833333333333	0.352941176470588	0.6875	0.333333333333333	0.0196078431372549	0.666666666666667	-0.048331115602865	0.645833333333333	0.470588235294118	0.5625	0.523809523809524	-0.0532212885154061	0.604166666666667	-0.0435746383478501	1.12384987646253	-0.259087348051385	-0.493731808767666	1.54981225737794	-0.373384930417712	0.175539213892744
24	"Absent"	0.708333333333333	0.285714285714286	0.604166666666667	0.315789473684211	-0.0300751879699249	0.65625	-0.111237210754274	0.645833333333333	0.411764705882353	0.625	0.222222222222222	0.189542483660131	0.635416666666667	-0.0434902984146946	1.27318032264603	-0.258582978297387	0.672657239680916	1.4964113756153	-0.824997862161795	-0.0829421477075349
25	"Present"	0.3125	0.454545454545455	0.375	0.533333333333333	-0.0787878787878788	0.34375	0.00401609257621169	0.229166666666667	0.27027027027027	0.291666666666667	0.617647058823529	-0.347376788553259	0.260416666666667	-0.262221522471278	-0.518785031556029	-1.56663966676669	-1.90703887147462	-0.105615077263887	0.00242406070580025	-0.336375208638846
26	"Absent"	0.666666666666667	0.1875	0.75	0.166666666666667	0.0208333333333333	0.708333333333333	-0.172724733826962	0.416666666666667	0.392857142857143	0.5	0.458333333333333	-0.0654761904761904	0.458333333333333	-0.108516522308625	0.426974460939504	-0.647452868534708	-0.552612025155695	1.7634157844285	-1.26642663776299	0.181914959644383
27	"Present"	0.354166666666667	0.290322580645161	0.333333333333333	0.0625	0.227822580645161	0.34375	-0.0442474292777435	0.604166666666667	0.210526315789474	0.5	0.583333333333333	-0.37280701754386	0.552083333333333	-0.315263111012676	0.874965799490018	-1.883839028485	-2.02922160215294	-0.105615077263887	-0.344067492271657	1.25879898401798
29	"Present"	0.375	0.333333333333333	0.229166666666667	0.324324324324324	0.00900900900900903	0.302083333333333	-0.0657201718078771	0.229166666666667	0.45945945945946	0.229166666666667	0.405405405405405	0.0540540540540542	0.229166666666667	-0.0315760003287416	-0.668115477739534	-0.187333080771479	0.0216860545332622	-0.319218604314445	-0.498223749837459	0.120397629013705
30	"Absent"	0.354166666666667	0.483870967741935	0.25	0.611111111111111	-0.127240143369176	0.302083333333333	0.0141860785909966	0.75	0.5	0.541666666666667	0.545454545454545	-0.0454545454545454	0.645833333333333	-0.0183907111547611	1.32295713804053	-0.108482401048838	-0.456415515784084	-0.319218604314445	0.0754360190681608	-0.588453373809021
31	"Present"	-0.0833333333333334	0.596153846153846	0.166666666666667	0.25	0.346153846153846	0.0416666666666666	0.215405333203639	-0.0625	0.568627450980392	0.208333333333333	0.184210526315789	0.384416924664603	0.0729166666666667	0.120797122736513	-1.41476770865706	0.723888824688636	1.60895597887583	-1.65424064838043	1.52002127396677	1.87443023571407
32	"Absent"	0.125	0.238095238095238	0.166666666666667	0.375	-0.136904761904762	0.145833333333333	-0.173438943539838	0.0625	0.311111111111111	0.0208333333333334	0.404255319148936	-0.093144208037825	0.0416666666666667	-0.179699706821896	-1.56409815484056	-1.07314262092709	-0.685546492217934	-1.12023183075404	-1.27155406367515	-0.638734600673713
33	"Present"	0.333333333333333	0.46875	0.5	0.583333333333333	-0.114583333333333	0.416666666666667	0.00590637055680974	0.625	0.166666666666667	0.4375	0.333333333333333	-0.166666666666667	0.53125	-0.31029123686272	0.775412168701015	-1.85410622163894	-1.03879438333114	0.268191095074589	0.0159946690637735	-0.522604945911718
35	"Present"	0.208333333333333	0.5	0.270833333333333	0.457142857142857	0.0428571428571429	0.239583333333333	0.068235236086296	0.208333333333333	0.552631578947368	0.3125	0.393939393939394	0.158692185007975	0.260416666666667	0.0638357303821606	-0.518785031556028	0.383248248223152	0.524433103242535	-0.639623894890283	0.463463576906539	0.296496219009551
37	"Present"	0.4375	0.740740740740741	0.395833333333333	0.827586206896552	-0.086845466155811	0.416666666666667	0.217741206970796	0.3125	0.606060606060606	0.270833333333333	0.571428571428571	0.0346320346320347	0.291666666666667	0.082596489890493	-0.369454585372524	0.495441361307409	-0.0716294782976368	0.268191095074589	1.53679088584033	-0.378295681437362
38	"Absent"	0.8125	0.555555555555556	0.520833333333333	0.130434782608696	0.42512077294686	0.666666666666667	0.204254203956092	0.8125	0.666666666666667	0.583333333333333	0.45	0.216666666666667	0.697916666666667	0.166920718943324	1.57184121501304	0.999717201614689	0.802978785286421	1.54981225737794	1.43996553120257	2.28526424289883
40	"Absent"	0.291666666666667	0.588235294117647	0.0625	0.333333333333333	0.254901960784314	0.177083333333333	0.186963002044194	-0.0208333333333334	0.469387755102041	0.125	0.404761904761905	0.064625850340136	0.0520833333333333	-0.0215220122195638	-1.51432133944606	-0.127208210859908	0.0724795782127309	-0.96002918546612	1.31582922342483	1.39968239820742
41	"Present"	0.416666666666667	0.5	0.479166666666667	0.24	0.26	0.447916666666667	0.121714340544582	0.458333333333333	0.653846153846154	0.479166666666667	0.4	0.253846153846154	0.46875	0.163866510777364	0.476751276334005	0.98145242283565	0.981612303312874	0.428393740362508	0.847398632696021	1.42620550053424
42	"Absent"	0.125	0.452380952380952	0.25	0.611111111111111	-0.158730158730159	0.1875	-0.0173039367699864	0.0208333333333334	0.680851063829787	-0.0416666666666666	0.54	0.140851063829787	-0.0104166666666666	0.16352576772825	-1.81298223181307	0.979414710906934	0.438713194675474	-0.90662830370348	-0.150635844454928	-0.752283596440996
43	"Present"	0.5	0.333333333333333	0.458333333333333	0.153846153846154	0.179487179487179	0.479166666666667	-0.0237338960131292	0.666666666666667	0.375	0.5	0.208333333333333	0.166666666666667	0.583333333333333	-0.0775421418930052	1.02429624567352	-0.462219847284101	0.562747502423261	0.588596385650427	-0.196797551644055	1.00732881349118
44	"Absent"	0.4375	0.555555555555556	0.541666666666667	0.272727272727273	0.282828282828283	0.489583333333333	0.169209648299008	0.75	0.75	0.520833333333333	0.652173913043478	0.0978260869565217	0.635416666666667	0.210764211716945	1.27318032264603	1.26191010167159	0.231994286887027	0.641997267413067	1.18837505362053	1.5449721195781
45	"Present"	0.479166666666667	0.48	0.625	0.611111111111111	-0.131111111111111	0.552083333333333	0.0103151108490612	0.416666666666667	0.357142857142857	0.5	0.416666666666667	-0.0595238095238095	0.458333333333333	-0.136092220810784	0.426974460939503	-0.812361088751272	-0.524013062910081	0.962402557988904	0.0476457216984934	-0.608592503615488
46	"Absent"	0.541666666666667	0.272727272727273	0.770833333333333	0.181818181818182	0.0909090909090909	0.65625	-0.0912290573039156	0.604166666666667	0.526315789473684	0.4375	0.592592592592593	-0.0662768031189084	0.520833333333333	-0.00128221226449353	0.725635353306514	-0.00617013859244948	-0.556458669200427	1.4964113756153	-0.681356124159252	0.546491693988099
47	"Present"	0.270833333333333	0.285714285714286	0.375	0.566666666666667	-0.280952380952381	0.322916666666667	-0.173024587904255	0.375	0.566666666666667	0.520833333333333	0.347826086956522	0.218840579710145	0.447916666666667	0.0868779501939315	0.377197645545002	0.521045354566643	0.813423623671776	-0.212416840789167	-1.26857933820666	-1.38815797273778
48	"Absent"	0.104166666666667	0.302325581395349	0.25	0.25	0.0523255813953488	0.177083333333333	-0.0784229315548587	0.291666666666667	0.411764705882353	0.25	0.666666666666667	-0.254901960784314	0.270833333333333	-0.130301895344051	-0.469008216161527	-0.777733778508566	-1.46273194132495	-0.96002918546612	-0.589418896456676	0.345756798145802
49	"Present"	0.145833333333333	0.560975609756098	0.270833333333333	0.685714285714286	-0.124738675958188	0.208333333333333	0.0729170516757768	0.520833333333333	0.608695652173913	0.1875	0.41025641025641	0.198439241917503	0.354166666666667	0.116712664560599	-0.0707936930055136	0.699462943752701	0.715402832670754	-0.799826540178201	0.497075080834124	-0.575439218110752
50	"Absent"	0.270833333333333	0.428571428571429	0.375	0.366666666666667	0.061904761904762	0.322916666666667	0.0190896248486771	0.291666666666667	0.735294117647059	0.125	0.547619047619048	0.187675070028011	0.208333333333333	0.216480622741018	-0.767669108528537	1.29609538868916	0.663685016231312	-0.212416840789166	0.110639362973767	0.395593524406453
51	"Present"	0.458333333333333	0.384615384615385	0.583333333333333	0.55	-0.165384615384615	0.520833333333333	-0.0700187331785074	0.208333333333333	0.526315789473684	0.270833333333333	0.571428571428571	-0.0451127819548872	0.239583333333333	0.00285167330357105	-0.618338662345032	0.0185513280842733	-0.45477347010491	0.802199912700985	-0.529083810348285	-0.786904129416196
52	"Absent"	0.375	0.5	0.333333333333333	0.53125	-0.03125	0.354166666666667	0.0499837325088383	0.4375	0.518518518518519	0.354166666666667	0.419354838709677	0.0991636798088412	0.395833333333333	0.0247583704221599	0.128313568572493	0.149557780463603	0.238420919824253	-0.0522141955012479	0.332433109675754	-0.0890542348002712
54	"Absent"	0.5	0.666666666666667	0.333333333333333	0.40625	0.260416666666667	0.416666666666667	0.247436067860373	0.395833333333333	0.689655172413793	0.3125	0.454545454545455	0.235109717868339	0.354166666666667	0.189021378812764	-0.0707936930055136	1.13188359023384	0.891590742288193	0.268191095074589	1.74997504791233	1.42837325408979
55	"Present"	0.229166666666667	0.567567567567568	0.0625	0.4	0.167567567567568	0.145833333333333	0.149876252195518	0.270833333333333	0.542857142857143	0.458333333333333	0.346153846153846	0.196703296703297	0.364583333333333	0.0633950586471017	-0.0210168776110116	0.380612942665158	0.707062265754976	-1.12023183075404	1.04957750667612	0.945315738804132
56	"Absent"	0.5	0.416666666666667	0.479166666666667	0.4	0.0166666666666667	0.489583333333333	-0.00102464870538307	0.375	0.566666666666667	0.375	0.533333333333333	0.0333333333333333	0.375	0.0506435445190698	0.0287599377834899	0.304356324913281	-0.0778692518784984	0.641997267413067	-0.0337642282487948	0.160237424088811
57	"Present"	0.625	0.5	0.645833333333333	0.470588235294118	0.0294117647058823	0.635416666666667	0.0649238364294362	0.625	0.5	0.666666666666667	0.375	0.125	0.645833333333333	0.0149035092584863	1.32295713804053	0.0906237297139723	0.362554766703962	1.38960961209002	0.439690508436603	0.226545179905855
58	"Absent"	0.291666666666667	0.558823529411765	0.3125	0.606060606060606	-0.0472370766488414	0.302083333333333	0.0903825056622347	0.3125	0.333333333333333	0.333333333333333	0.5	-0.166666666666667	0.322916666666667	-0.176178919044562	-0.220124139189019	-1.05208760228178	-1.03879438333114	-0.319218604314446	0.622462372162267	-0.172228736196652
60	"Absent"	0.104166666666667	0.511627906976744	0.291666666666667	0.352941176470588	0.158686730506156	0.197916666666667	0.105526490403704	-0.0416666666666667	0.5	0.0833333333333334	0.477272727272727	0.0227272727272727	0.0208333333333333	-0.00507302298946218	-1.66365178562957	-0.0288399487437139	-0.128827402788866	-0.853227421940841	0.731183463988443	0.899112220125254
61	"Present"	-0.0416666666666666	0.52	0.166666666666667	0.425	0.095	0.0625	0.0961515508909765	-0.0833333333333333	0.519230769230769	-0.0416666666666666	0.38	0.139230769230769	-0.0625	0.0331576480238003	-2.06186630878558	0.199787148915791	0.430928285672707	-1.54743888485516	0.663879271794098	0.56777509253357
62	"Absent"	0.541666666666667	0.545454545454545	0.75	0.416666666666667	0.128787878787879	0.645833333333333	0.123658474257847	0.708333333333333	0.571428571428572	0.520833333333333	0.652173913043478	-0.0807453416149068	0.614583333333333	0.0321927831455163	1.17362669185703	0.194017062989778	-0.625974580481401	1.44301049385266	0.861355879984009	0.743560199038756
63	"Present"	0.145833333333333	0.268292682926829	0.458333333333333	0.461538461538462	-0.193245778611632	0.302083333333333	-0.164554653951617	0.0416666666666667	0.347826086956522	0.125	0.738095238095238	-0.390269151138716	0.0833333333333333	-0.2081923780621	-1.36499089326256	-1.24353452244392	-2.11312061725334	-0.319218604314445	-1.2077723258683	-0.931854854969779
65	"Present"	0.416666666666667	0.392857142857143	0.208333333333333	0.263157894736842	0.129699248120301	0.3125	0.00886803320326499	0.104166666666667	0.604651162790698	0.1875	0.333333333333333	0.271317829457364	0.145833333333333	0.127693259261311	-1.06633000089555	0.765129107344969	1.06555716422988	-0.265817722551806	0.0372569195242941	0.748301696904637
66	"Absent"	0.229166666666667	0.45945945945946	0.458333333333333	0.346153846153846	0.113305613305613	0.34375	0.055029662905507	0.4375	0.518518518518519	0.604166666666667	0.473684210526316	0.0448343079922028	0.520833333333333	0.0141464264851248	0.725635353306513	0.0860962225430518	-0.02261137394896	-0.105615077263887	0.368658652118522	0.663012032525328
67	"Present"	0.354166666666667	0.451612903225807	0.479166666666667	0.48	-0.0283870967741934	0.416666666666667	0.014218759895441	0.479166666666667	0.24	0.479166666666667	0.36	-0.12	0.479166666666667	-0.242166599345148	0.526528091728507	-1.44670719509961	-0.814578519325522	0.268191095074589	0.0756706433868026	-0.0741596700475709
68	"Absent"	0.1875	0.512820512820513	0.0416666666666666	0.608695652173913	-0.0958751393534002	0.114583333333333	0.0437305158180739	0.145833333333333	0.365853658536585	0.145833333333333	0.48780487804878	-0.121951219512195	0.145833333333333	-0.141276568315809	-1.06633000089555	-0.843364528971327	-0.823953398656768	-1.28043447604196	0.287540265576149	-0.425273536268387
69	"Present"	0.520833333333333	0.347826086956522	0.354166666666667	0.516129032258065	-0.168302945301543	0.4375	-0.0984661077098575	0.0833333333333333	0.386363636363636	0.104166666666667	0.441860465116279	-0.0554968287526427	0.09375	-0.111792447811291	-1.31521407786806	-0.667043561556114	-0.504664927775628	0.374992858599869	-0.733312068064854	-0.802087057545096
70	"Absent"	0.416666666666667	0.428571428571429	0.354166666666667	0.774193548387097	-0.345622119815668	0.385416666666667	-0.081278275637905	0	0.583333333333333	0.0208333333333334	0.574468085106383	0.00886524822695034	0.0104166666666667	0.0592755208316365	-1.71342860102407	0.355977278433116	-0.195429241364726	0.107988449786671	-0.609917868923158	-1.72460930799662
71	"Present"	0.583333333333333	0.65	0.479166666666667	0.6	0.0499999999999998	0.53125	0.18305161473216	0.3125	0.636363636363636	0.4375	0.740740740740741	-0.104377104377104	0.375	0.0798284356490065	0.0287599377834899	0.478887840518418	-0.739516354175013	0.855600794463625	1.28774874748808	0.333657708533388
72	"Absent"	0.166666666666667	0.425	0.270833333333333	0.514285714285714	-0.0892857142857143	0.21875	-0.0208382124553581	0.270833333333333	0.828571428571429	0.25	0.666666666666667	0.161904761904762	0.260416666666667	0.286504827345025	-0.518785031556029	1.71485420824991	0.53986833262677	-0.746425658415562	-0.176008975628002	-0.390991337181457
73	"Present"	0.291666666666667	0.529411764705882	0.479166666666667	0.32	0.209411764705882	0.385416666666667	0.131423277292148	0.4375	0.296296296296296	0.479166666666667	0.32	-0.0237037037037037	0.458333333333333	-0.17805725932521	0.426974460939504	-1.06332045473766	-0.351910863440918	0.107988449786671	0.917100644530213	1.16301471590658
74	"Absent"	0.645833333333333	0.352941176470588	0.645833333333333	0.235294117647059	0.117647058823529	0.645833333333333	-0.0241854931049289	0.791666666666667	0	0.6875	0.2	-0.2	0.739583333333333	-0.45091442445058	1.77094847659105	-2.69506115101194	-1.19894857190658	1.44301049385266	-0.200039639491089	0.685598874023858
75	"Present"	0.0416666666666667	0.456521739130435	0.0208333333333334	0.574468085106383	-0.117946345975948	0.03125	-0.00413850955496336	0.125	0.642857142857143	0.166666666666667	0.55	0.0928571428571429	0.145833333333333	0.123578585824695	-1.06633000089555	0.740522533076267	0.208120370577645	-1.70764153014307	-0.0561191339846753	-0.540101384183907
76	"Absent"	0.479166666666667	0.28	0.625	0.555555555555556	-0.275555555555556	0.552083333333333	-0.176002369735442	0.895833333333333	0.2	0.666666666666667	0.375	-0.175	0.78125	-0.285096490741514	1.97005573816906	-1.70343657527147	-1.078832930475	0.962402557988904	-1.28995731087591	-1.36008040287533
77	"Present"	0.5	0.708333333333333	0.479166666666667	0.08	0.628333333333333	0.489583333333333	0.369453329794547	0.333333333333333	0.375	0.5625	0.619047619047619	-0.244047619047619	0.447916666666667	-0.157765358698258	0.377197645545002	-0.941970809979253	-1.41058089252412	0.641997267413067	2.62595651286969	3.34249964364683
78	"Absent"	0.5	0.375	0.416666666666667	0.25	0.125	0.458333333333333	-0.00574851295020753	0.666666666666667	0.75	0.479166666666667	0.4	0.35	0.572916666666667	0.26002035693121	0.974519430279022	1.55647175135662	1.44359553958818	0.481794622125148	-0.0676776062073446	0.723853348533691
79	"Present"	0.4375	0.37037037037037	0.458333333333333	0.5	-0.129629629629629	0.447916666666667	-0.0719494799495741	0	0.625	0.104166666666667	0.604651162790698	0.0203488372093024	0.0520833333333334	0.0950466448567622	-1.51432133944606	0.569895790693746	-0.140254895102652	0.428393740362508	-0.542944950634265	-0.60088493541795
80	"Absent"	0.291666666666667	0.705882352941176	0.291666666666667	0.441176470588235	0.264705882352941	0.291666666666667	0.278049876119993	0.3125	0.575757575757576	0.354166666666667	0.419354838709677	0.156402737047898	0.333333333333333	0.081997427661217	-0.170347323794517	0.491858848754876	0.513433162832583	-0.372619486077085	1.96975648032681	1.45068836422053
81	"Present"	0.333333333333333	0.375	0.583333333333333	0.2	0.175	0.458333333333333	0.00656575452373988	0.1875	0.461538461538462	0.145833333333333	0.317073170731707	0.144465290806754	0.166666666666667	-0.0122434079569242	-0.966776370106544	-0.0717202922156734	0.456078202340183	0.481794622125148	0.0207284921652333	0.983983775200559
82	"Absent"	-0.0208333333333333	0.36734693877551	-0.104166666666667	0.433962264150943	-0.0666153253754332	-0.0625	-0.058708784692051	0.0416666666666667	0.326086956521739	0.145833333333333	0.365853658536585	-0.0397667020148462	0.09375	-0.157223015075649	-1.31521407786806	-0.938727486095968	-0.429087557259209	-2.18824946600683	-0.447887878832438	-0.273046178382752
83	"Present"	0.395833333333333	0.310344827586207	0.479166666666667	0.28	0.0303448275862069	0.4375	-0.0777922458483691	0.6875	0.333333333333333	0.520833333333333	0.130434782608696	0.202898550724638	0.604166666666667	-0.103993188989173	1.12384987646253	-0.620402426019219	0.736828142179175	0.374992858599869	-0.584891102763055	0.231399540809172
84	"Absent"	0.0625	0.4	0.229166666666667	0.486486486486486	-0.0864864864864864	0.145833333333333	-0.0389916699215804	0.583333333333333	0.3	0.479166666666667	0.36	-0.0599999999999999	0.53125	-0.182166599345148	0.775412168701015	-1.08789513410252	-0.52630097988973	-1.12023183075404	-0.306335554123767	-0.376428050746439
85	"Present"	0.479166666666667	0.44	0.645833333333333	0.529411764705882	-0.0894117647058823	0.5625	-0.00956353706932534	0.791666666666667	0.7	0.541666666666667	0.272727272727273	0.427272727272727	0.666666666666667	0.234880041506435	1.42251076882954	1.40612761149528	1.81486206764943	1.01580343975154	-0.0950662753492186	-0.391647128173054
86	"Absent"	0.1875	0.487179487179487	0.416666666666667	0.392857142857143	0.0943223443223443	0.302083333333333	0.0712473528751442	0.25	0.472222222222222	0.4375	0.259259259259259	0.212962962962963	0.34375	0.00973291818106174	-0.120570508400015	0.0597025556962413	0.785183875444706	-0.319218604314445	0.485088045735723	0.564249515322334
87	"Present"	0.3125	0.0909090909090909	0.208333333333333	0.263157894736842	-0.172248803827751	0.260416666666667	-0.293080018744787	0.666666666666667	0.1875	0.458333333333333	0.307692307692308	-0.120192307692308	0.5625	-0.284449542168078	0.92474261488452	-1.6995676927549	-0.815502485798073	-0.532822131365004	-2.13047650354799	-0.82261581478489
88	"Absent"	0.125	0.380952380952381	0.166666666666667	0.25	0.130952380952381	0.145833333333333	0.000203868002173396	0.333333333333333	0.40625	0.375	0.366666666666667	0.0395833333333333	0.354166666666667	-0.0772187732990883	-0.0707936930055136	-0.460286038090018	-0.0478403415206035	-1.12023183075404	-0.02494451005359	0.754821256470223
89	"Present"	0.541666666666667	0.136363636363636	0.541666666666667	0.318181818181818	-0.181818181818182	0.541666666666667	-0.26117705950559	0.375	0.766666666666667	0.1875	0.128205128205128	0.638461538461539	0.28125	0.329775654027752	-0.419231400767025	1.97362244996787	2.8295452484141	0.909001676226264	-1.90144004978866	-0.872401542376635
90	"Absent"	0.145833333333333	0.341463414634146	0.291666666666667	0.529411764705882	-0.187948350071736	0.21875	-0.108100122435179	0.520833333333333	0.478260869565217	0.229166666666667	0.648648648648649	-0.170387779083431	0.375	-0.0602863425964827	0.0287599377834899	-0.359026698788479	-1.05667293552229	-0.746425658415562	-0.802476202702303	-0.90429440804337
91	"Present"	0.145833333333333	0.365853658536585	0.3125	0.606060606060606	-0.240206947524021	0.229166666666667	-0.102587365212945	0.5625	0.476190476190476	0.395833333333333	0.344827586206897	0.13136288998358	0.479166666666667	-0.00301255484570404	0.526528091728507	-0.0165179350557022	0.393126071173412	-0.693024776652923	-0.762899235714694	-1.17617543308887
92	"Absent"	0.395833333333333	0.275862068965517	0.541666666666667	0.545454545454545	-0.269592476489028	0.46875	-0.177652569967107	0.604166666666667	0.68421052631579	0.583333333333333	0.65	0.0342105263157898	0.59375	0.145399359974237	1.07407306106803	0.87101514882875	-0.0736546679686167	0.535195503887787	-1.30180436262492	-1.32905683683885
93	"Present"	0.229166666666667	0.378378378378378	0.416666666666667	0.75	-0.371621621621622	0.322916666666667	-0.125512809311303	0.4375	0.518518518518519	0.270833333333333	0.371428571428571	0.147089947089947	0.354166666666667	0.0341196209666158	-0.0707936930055136	0.205539940486376	0.468688693259909	-0.212416840789167	-0.927484670494505	-1.85987453795479
