id,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16
9483543,15,0,15,0,15,0,15,0,15,0,15,0,14,1,15,0
9483950,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9484045,14,1,14,1,15,0,15,0,15,0,14,1,15,0,15,0
9484085,12,3,12,3,12,3,15,0,15,0,10,5,14,1,13,2
9484152,13,2,15,0,15,0,15,0,15,0,15,0,14,1,15,0
9484680,14,1,15,0,14,1,14,1,15,0,15,0,15,0,15,0
9484777,15,0,14,1,15,0,15,0,14,1,15,0,13,2,14,1
9484778,15,0,14,1,15,0,14,1,12,3,15,0,15,0,15,0
9484841,14,1,15,0,13,2,14,1,15,0,14,1,15,0,15,0
9484881,15,0,15,0,13,2,15,0,14,1,15,0,15,0,15,0
9485020,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9485090,15,0,15,0,15,0,15,0,14,1,14,1,15,0,14,1
9485155,15,0,15,0,14,1,15,0,15,0,15,0,14,1,15,0
9486293,15,0,12,3,15,0,15,0,13,2,15,0,14,1,14,1
9486441,14,1,13,2,15,0,15,0,15,0,15,0,14,1,14,1
9486645,14,1,11,4,14,1,12,3,12,3,14,1,14,1,15,0
9487920,15,0,14,1,15,0,15,0,15,0,15,0,15,0,15,0
9488325,13,2,14,1,15,0,15,0,14,1,15,0,15,0,15,0
9488645,14,1,13,2,15,0,14,1,14,1,13,2,14,1,13,2
9489126,15,0,15,0,14,1,15,0,13,2,15,0,15,0,14,1
9489647,15,0,15,0,14,1,15,0,13,2,15,0,15,0,15,0
9489883,12,3,13,2,15,0,15,0,11,4,9,6,8,7,14,1
9490101,15,0,14,1,15,0,15,0,15,0,15,0,11,4,14,1
9490369,12,3,12,3,13,2,15,0,15,0,15,0,12,3,12,3
9490423,15,0,13,2,15,0,15,0,13,2,15,0,15,0,14,1
9492099,15,0,15,0,15,0,15,0,15,0,15,0,15,0,14,1
9492336,15,0,15,0,15,0,15,0,13,2,15,0,15,0,15,0
9493223,13,2,15,0,12,3,15,0,15,0,13,2,12,3,13,2
9493706,13,2,14,1,15,0,15,0,14,1,15,0,15,0,15,0
9494105,12,3,13,2,12,3,14,1,12,3,10,5,15,0,13,2
9494800,14,1,15,0,15,0,15,0,14,1,15,0,11,4,13,2
9495775,14,1,15,0,13,2,15,0,13,2,13,2,15,0,15,0
9495926,15,0,14,1,15,0,15,0,13,2,14,1,13,2,13,2
9495982,15,0,12,3,15,0,15,0,15,0,15,0,14,1,14,1
9496664,14,1,15,0,15,0,15,0,14,1,13,2,14,1,13,2
9497459,15,0,15,0,14,1,13,2,14,1,11,4,14,1,14,1
9497604,15,0,14,1,14,1,15,0,14,1,15,0,15,0,14,1
9498110,14,1,15,0,14,1,14,1,15,0,14,1,15,0,15,0
9498572,15,0,15,0,14,1,14,1,15,0,8,7,15,0,12,3
9498982,15,0,15,0,15,0,15,0,14,1,14,1,15,0,13,2
9499095,15,0,15,0,15,0,13,2,15,0,15,0,15,0,14,1
9499173,8,7,11,4,13,2,13,2,12,3,10,5,13,2,13,2
9499479,15,0,13,2,15,0,14,1,15,0,15,0,15,0,15,0
9500268,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9500473,15,0,15,0,15,0,15,0,14,1,14,1,14,1,15,0
9501236,13,2,15,0,15,0,15,0,15,0,12,3,15,0,15,0
9501522,14,1,13,2,14,1,15,0,14,1,15,0,12,3,12,3
9501651,15,0,15,0,14,1,14,1,14,1,12,3,13,2,14,1
9501921,15,0,14,1,15,0,15,0,12,3,14,1,15,0,15,0
9501937,15,0,14,1,14,1,15,0,15,0,15,0,15,0,14,1
9502099,14,1,15,0,15,0,15,0,14,1,14,1,15,0,15,0
9502318,15,0,15,0,15,0,15,0,15,0,15,0,15,0,14,1
9504095,15,0,15,0,15,0,15,0,14,1,15,0,14,1,14,1
9504474,14,1,15,0,15,0,15,0,15,0,15,0,15,0,15,0
9504729,15,0,15,0,15,0,15,0,15,0,14,1,15,0,15,0
9505097,14,1,14,1,14,1,15,0,15,0,15,0,14,1,13,2
9505263,15,0,15,0,15,0,15,0,14,1,14,1,15,0,15,0
9505393,15,0,15,0,15,0,15,0,12,3,13,2,13,2,14,1
9505904,13,2,15,0,15,0,14,1,15,0,14,1,15,0,15,0
9506091,14,1,14,1,15,0,15,0,15,0,14,1,15,0,15,0
9506326,15,0,15,0,15,0,15,0,15,0,14,1,15,0,14,1
9508414,15,0,14,1,15,0,15,0,15,0,15,0,15,0,14,1
9508509,15,0,15,0,15,0,15,0,15,0,15,0,15,0,14,1
