"Subject"	"Observer"	"BNcor"	"BPcor"	"BNfa"	"BPfa"	"APT_BlackC"	"APT_BlackA"	"WPcor"	"WNcor"	"WPfa"	"WNfa"	"APT_WhiteC"	"APT_WhiteA"	"APT_DiffA"	"APT_MeanC"	"APT_AResid"	"BGcor"	"BTcor"	"BGfa"	"BTfa"	"WIT_BlackC"	"WIT_BlackA"	"WTcor"	"WGcor"	"WTfa"	"WGfa"	"WIT_WhiteC"	"WIT_WhiteA"	"WIT_DiffA"	"WIT_MeanC"	"WIT_AResid"	"WIT_MeanC.stand"	"WIT_AResid.stand"	"WIT_DiffA.stand"	"AP_MeanC.stand"	"AP_AResid.stand"	"AP_DiffA.stand"
70	"Absent"	18	24	22	14	0.0833333333333333	0.318181818181818	17	25	23	16	0.0208333333333334	0.340425531914894	-0.0222437137330754	0.0520833333333333	-0.0321568210001375	25	22	18	17	0.166666666666667	0.425	32	29	11	17	0.3125	0.515151515151515	-0.0901515151515151	0.239583333333333	-0.0555948393523128	-0.706647637119417	-0.339704577196205	-0.543680516381284	-1.28231063803643	-0.227188069357608	0.287942208154871
71	"Present"	31	25	6	9	0.458333333333333	0.346153846153846	34	30	9	8	0.541666666666667	0.363636363636364	-0.0174825174825175	0.5	-0.0121056470341878	38	24	8	19	0.395833333333333	0.655172413793103	27	27	13	18	0.1875	0.461538461538462	0.193633952254642	0.291666666666667	0.178105316482576	-0.489684554134931	1.04414832363169	0.702745783623669	0.727869940933031	-0.0857253272119196	0.313852286599534
72	"Absent"	35	31	5	3	0.666666666666667	0.1875	43	22	0	8	0.729166666666667	0.615384615384616	-0.427884615384616	0.697916666666667	-0.256670294330884	41	32	1	3	0.791666666666667	0.3	36	36	1	5	0.645833333333333	0.294117647058824	0.00588235294117634	0.71875	-0.166050797993342	1.28941272633785	-0.993768320684283	-0.121886053204555	1.61608926652419	-1.81114976855561	-1.91952562745969
73	"Present"	24	28	20	14	0.208333333333333	0.368421052631579	37	19	6	20	0.354166666666667	0.645161290322581	-0.276740237691002	0.28125	-0.0859107343075986	36	34	8	11	0.520833333333333	0.478260869565217	35	37	11	10	0.520833333333333	0.434782608695652	0.0434782608695653	0.520833333333333	0.00295430892582634	0.464953010996803	0.00699355997983283	0.0432405434560183	-0.253846155772984	-0.606426511478168	-1.09700908404848
74	"Absent"	36	30	11	13	0.479166666666667	0.52	35	34	11	13	0.458333333333333	0.5	0.0200000000000001	0.46875	0.115205489526256	33	26	12	19	0.291666666666667	0.558823529411765	36	26	7	19	0.354166666666667	0.612903225806452	-0.0540796963946869	0.322916666666667	0.0717966218205729	-0.35950670434424	0.414642558153391	-0.385247937016062	0.587624784260743	0.812465597374756	0.517829379155145
75	"Present"	18	22	18	19	-0.0208333333333333	0.387755102040816	34	17	13	20	0.291666666666667	0.588235294117647	-0.200480192076831	0.135416666666667	-0.0471503019707403	23	23	24	22	0.0208333333333334	0.468085106382979	22	19	24	24	-0.0416666666666667	0.48	-0.0119148936170212	-0.0104166666666667	-0.0101967612306333	-1.74807043544495	-0.0708803572197161	-0.200054101697544	-0.908323553576994	-0.332968356138449	-0.682007546603931
76	"Absent"	26	32	18	11	0.3125	0.333333333333333	35	27	6	16	0.395833333333333	0.551724137931034	-0.218390804597701	0.354166666666667	-0.0891123905936112	32	29	14	14	0.375	0.466666666666667	33	28	11	16	0.354166666666667	0.516129032258065	-0.0494623655913978	0.364583333333333	-0.013992493368035	-0.185936237956652	-0.0933567432980384	-0.364967960730998	0.0733925431290209	-0.629014469589571	-0.779475777482532
77	"Present"	35	24	8	20	0.3125	0.606060606060606	33	22	6	14	0.395833333333333	0.482758620689655	0.123301985370951	0.354166666666667	0.207149833404595	27	17	13	13	0.291666666666667	0.382352941176471	31	25	10	14	0.354166666666667	0.451612903225807	-0.0692599620493359	0.322916666666667	-0.0940610538205709	-0.35950670434424	-0.567481842836437	-0.451921831651887	0.0733925431290209	1.46114078377051	1.07999115606932
78	"Absent"	38	29	6	13	0.520833333333333	0.565217391304348	38	23	9	15	0.479166666666667	0.6	-0.0347826086956523	0.5	0.126297201487749	34	26	3	9	0.520833333333333	0.391304347826087	30	25	7	9	0.4375	0.333333333333333	0.0579710144927537	0.479166666666667	-0.077326844601911	0.291382544609215	-0.468390407113713	0.10689478706667	0.727869940933031	0.890718571082308	0.219706467598769
79	"Present"	45	43	2	4	0.854166666666667	0.571428571428571	45	41	1	6	0.8125	0.666666666666667	-0.0952380952380953	0.833333333333333	0.109757928716737	46	42	1	4	0.875	0.666666666666667	43	42	5	4	0.8125	0.444444444444444	0.222222222222222	0.84375	0.19072435667381	1.81012412550061	1.11887183124732	0.828309547987386	2.22381827877077	0.774032591335878	-0.109287826333437
80	"Absent"	33	23	9	25	0.166666666666667	0.625	40	11	7	35	0.104166666666667	0.813953488372093	-0.188953488372093	0.135416666666667	0.113066728798691	32	19	12	24	0.166666666666667	0.6	33	23	11	23	0.208333333333333	0.605263157894737	-0.00526315789473686	0.1875	0.113475809321163	-0.923610720103902	0.661445408244732	-0.170838728476647	-0.908323553576994	0.797376458064076	-0.619280076136158
81	"Present"	34	22	10	23	0.229166666666667	0.621621621621622	36	24	12	21	0.3125	0.636363636363636	-0.0147420147420146	0.270833333333333	0.170292093862167	36	24	12	24	0.25	0.666666666666667	25	32	20	15	0.208333333333333	0.394736842105263	0.271929824561403	0.229166666666667	0.193995119794931	-0.750040253716313	1.1382396190732	1.04663243616076	-0.300594541330413	1.20110628834307	0.328765900163756
82	"Absent"	15	19	29	24	-0.1875	0.421052631578947	16	20	25	21	-0.104166666666667	0.39622641509434	0.0248262164846078	-0.145833333333333	0.0516715619326933	22	26	20	17	0.104166666666667	0.395348837209302	24	33	20	14	0.208333333333333	0.368421052631579	0.0269277845777234	0.15625	-0.0755911291865459	-1.05378856989459	-0.458112387383757	-0.0294515119769537	-2.17052996362758	0.364228320498418	0.544093292912629
83	"Present"	25	20	14	25	0	0.520833333333333	29	14	15	29	0	0.604166666666667	-0.0833333333333333	0	0.0804912402107829	37	23	5	16	0.4375	0.592592592592593	26	39	10	3	0.479166666666667	0.12	0.472592592592593	0.458333333333333	0.137998745889124	0.204597311415421	0.806657707248794	1.92797196983006	-1.51605256582357	0.567553608279492	-0.0445029910556901
84	"Absent"	32	25	10	16	0.333333333333333	0.5	32	14	11	23	0.1875	0.58974358974359	-0.0897435897435898	0.260416666666667	0.0645798798595919	43	33	2	8	0.729166666666667	0.615384615384616	40	38	3	6	0.708333333333333	0.428571428571429	0.186813186813187	0.71875	0.140486750758167	1.28941272633785	0.821390400699506	0.672788007737187	-0.347342926887843	0.455297604198632	-0.0793871331283234
85	"Present"	31	22	5	11	0.416666666666667	0.392857142857143	27	16	4	17	0.208333333333333	0.447368421052632	-0.0545112781954887	0.3125	0.0060235162480588	42	13	2	15	0.5625	0.714285714285714	17	35	13	6	0.229166666666667	0.162162162162162	0.552123552123552	0.395833333333333	0.25691759486304	-0.0557583881659608	1.51083436270612	2.27728330183757	-0.113600999100696	0.042177465665379	0.112344504879905
86	"Absent"	32	19	6	13	0.395833333333333	0.448275862068965	42	23	2	16	0.541666666666667	0.727272727272727	-0.278996865203762	0.46875	-0.034077010547629	41	20	3	9	0.666666666666667	0.5625	36	29	2	9	0.5625	0.428571428571429	0.133928571428571	0.614583333333333	0.0876021353735512	0.855486560368877	0.508234732712388	0.44051122456178	0.587624784260743	-0.240735170354733	-1.10928948435106
89	"Present"	33	27	8	15	0.375	0.5	36	21	6	21	0.3125	0.636363636363636	-0.136363636363636	0.34375	0.0486704722405457	28	12	13	25	0.0625	0.555555555555556	32	18	7	18	0.291666666666667	0.529411764705882	0.0261437908496732	0.177083333333333	0.0740223909542769	-0.967003336700799	0.427822425583285	-0.0328949243920161	0.0266441575715918	0.343055376809569	-0.33308998456565
90	"Absent"	29	26	15	15	0.291666666666667	0.441176470588235	37	21	8	20	0.354166666666667	0.645161290322581	-0.203984819734345	0.322916666666667	-0.0131553163509423	21	29	25	15	0.125	0.357142857142857	27	13	19	33	-0.125	0.611111111111111	-0.253968253968254	0	-0.129766129197289	-1.70467781884805	-0.778909053733371	-1.26318702779116	-0.066852613543267	-0.0931308337496633	-0.701079471546092
91	"Present"	39	15	8	31	0.166666666666667	0.775	29	24	12	21	0.166666666666667	0.525	0.25	0.166666666666667	0.361674069690542	36	27	7	10	0.541666666666667	0.454545454545455	30	22	10	12	0.375	0.4	0.0545454545454545	0.458333333333333	-0.0184724084214589	0.204597311415421	-0.119884510983925	0.0918492385768789	-0.768078396904706	2.55132244745262	1.7694723967212
92	"Absent"	26	28	10	11	0.3125	0.333333333333333	32	24	10	10	0.458333333333333	0.384615384615385	-0.0512820512820513	0.385416666666667	-0.0320853932832715	28	23	14	11	0.354166666666667	0.354838709677419	32	24	9	14	0.375	0.466666666666667	-0.111827956989247	0.364583333333333	-0.12256582382841	-0.185936237956652	-0.736272524733323	-0.638886544526512	0.213637699801309	-0.226684140724291	0.129917719307472
93	"Present"	18	28	27	15	0.0625	0.333333333333333	36	8	7	35	0.0208333333333334	0.74468085106383	-0.411347517730496	0.0416666666666667	-0.15496017978782	28	28	17	13	0.3125	0.393939393939394	39	21	4	19	0.416666666666667	0.678571428571429	-0.284632034632035	0.364583333333333	-0.0974084852079876	-0.185936237956652	-0.587303620957423	-1.39786673153448	-1.32905902359386	-1.09357623736748	-1.82953196307018
94	"Absent"	16	23	23	16	0	0.333333333333333	20	12	22	28	-0.166666666666667	0.5	-0.166666666666667	-0.0833333333333333	-0.0714611771404108	30	19	15	24	0.125	0.571428571428571	29	25	15	19	0.208333333333333	0.5	0.0714285714285715	0.166666666666667	0.0918307026532848	-1.0103959532977	0.533274147322533	0.166002298990846	-1.89003965028301	-0.504483653512222	-0.497996837999913
95	"Present"	35	6	9	34	0.0208333333333333	0.723404255319149	13	31	28	12	0.0208333333333333	0.25531914893617	0.468085106382979	0.0208333333333333	0.402108747492814	46	9	1	27	0.395833333333333	0.931034482758621	24	38	13	7	0.354166666666667	0.225806451612903	0.705228031145718	0.375	0.46947856539339	-0.142543621359755	2.769511810397	2.94974003842113	-1.42255579470872	2.8365925473181	2.95627544297948
96	"Absent"	28	23	5	21	0.145833333333333	0.51219512195122	30	27	15	12	0.375	0.4	0.11219512195122	0.260416666666667	0.141526290820329	43	39	4	5	0.791666666666667	0.5	41	33	3	12	0.604166666666667	0.631578947368421	-0.131578947368421	0.697916666666667	0.0117442288452752	1.20262749314405	0.0590429740468402	-0.725635714893692	-0.347342926887842	0.998161094947837	1.01954842543295
97	"Present"	28	25	10	10	0.375	0.333333333333333	23	25	13	12	0.229166666666667	0.324324324324324	0.00900900900900903	0.302083333333333	-0.0115106593759374	26	24	13	9	0.354166666666667	0.290322580645161	36	28	5	10	0.541666666666667	0.454545454545455	-0.164222873900293	0.447916666666667	-0.186284376399047	0.161204694818524	-1.11358123253636	-0.869012502072585	-0.160349384658125	-0.0815276385468127	0.458017217720339
98	"Absent"	19	19	20	25	-0.125	0.462962962962963	16	21	25	20	-0.0833333333333334	0.384615384615385	0.0783475783475784	-0.104166666666667	0.0975442363463582	17	27	23	17	0	0.354166666666667	23	18	19	25	-0.0416666666666667	0.5	-0.145833333333333	-0.0208333333333333	-0.12543120210862	-1.79146305204184	-0.753239830685143	-0.788243013708117	-1.98353642139787	0.687863950169444	0.835352592331818
99	"Present"	23	36	17	9	0.291666666666667	0.264705882352941	38	16	7	30	0.166666666666667	0.75	-0.485294117647059	0.229166666666667	-0.225402826477938	29	32	16	11	0.375	0.366666666666667	43	29	5	15	0.583333333333333	0.75	-0.383333333333333	0.479166666666667	-0.129381216629553	0.291382544609215	-0.776629798199616	-1.83137693087767	-0.487588083560131	-1.59055511659452	-2.23194389984547
100	"Absent"	21	34	24	14	0.145833333333333	0.341463414634146	24	33	22	14	0.208333333333333	0.368421052631579	-0.0269576379974326	0.177083333333333	-0.0184288861779477	42	30	6	16	0.541666666666667	0.727272727272727	40	34	5	12	0.583333333333333	0.6	0.127272727272727	0.5625	0.241094852689068	0.638523477384392	1.41714016905752	0.411277806513967	-0.721330011347277	-0.130336318570243	0.262289380368706
101	"Present"	18	34	30	13	0.104166666666667	0.302325581395349	35	15	12	33	0.0416666666666666	0.717391304347826	-0.415065722952477	0.0729166666666667	-0.176655188519383	22	32	24	12	0.208333333333333	0.315789473684211	39	14	5	33	0.125	0.785714285714286	-0.469924812030075	0.166666666666667	-0.182608411686428	-1.0103959532977	-1.09181404794581	-2.21169907136792	-1.18881386692157	-1.24663637395865	-1.84976616134831
103	"Present"	40	32	0	9	0.645833333333333	0.529411764705882	48	35	0	4	0.916666666666667	1	-0.470588235294117	0.78125	-0.0460111424821322	45	28	0	16	0.604166666666667	0.842105263157895	43	25	2	13	0.625	0.722222222222222	0.119883040935673	0.614583333333333	0.34788515925289	0.855486560368877	2.04949779411214	0.378821248806909	1.99007635098362	-0.324931488807217	-2.15191557391413
104	"Absent"	28	29	4	11	0.354166666666667	0.354838709677419	41	28	1	7	0.708333333333333	0.5	-0.145161290322581	0.53125	-0.0499558007963247	37	35	7	9	0.583333333333333	0.45	40	28	3	12	0.583333333333333	0.6	-0.15	0.583333333333333	-0.0361778745836597	0.725308710578186	-0.224727234008818	-0.806543608746179	0.868115097605319	-0.352761389585151	-0.380966167820758
105	"Present"	23	35	12	7	0.333333333333333	0.21875	41	26	4	16	0.520833333333333	0.695652173913043	-0.476902173913043	0.427083333333333	-0.252812143970633	40	35	8	5	0.729166666666667	0.384615384615385	37	36	2	6	0.645833333333333	0.352941176470588	0.0316742081447965	0.6875	-0.0853060050299413	1.15923487654716	-0.515638917774964	-0.00860454183772487	0.400631242031026	-1.78393018876949	-2.18627556167813
106	"Absent"	14	30	27	12	0.0416666666666667	0.260869565217391	21	20	19	17	0.0833333333333333	0.386363636363636	-0.125494071146245	0.0625	-0.105145764184928	13	20	26	19	-0.125	0.351851851851852	23	21	16	25	-0.0416666666666667	0.5	-0.148148148148148	-0.0833333333333333	-0.127746016923435	-2.05181875162322	-0.766946981135757	-0.798410010951485	-1.235562252479	-0.742131287483903	-0.273938613225099
107	"Present"	29	12	3	25	0.0833333333333333	0.568181818181818	38	11	2	27	0.229166666666667	0.72972972972973	-0.161547911547912	0.15625	0.084990476785301	32	18	13	27	0.104166666666667	0.627906976744186	24	18	20	27	-0.0625	0.529411764705882	0.0984952120383037	0.0208333333333333	0.146373812142907	-1.61789258565425	0.856250569900167	0.284882849912321	-0.814826782462136	0.599296105974358	-0.470140950595477
108	"Absent"	32	35	3	8	0.5	0.333333333333333	36	35	1	4	0.666666666666667	0.25	0.0833333333333333	0.583333333333333	0.0138530212167244	42	37	4	8	0.708333333333333	0.571428571428572	37	41	7	7	0.625	0.388888888888889	0.182539682539683	0.666666666666667	0.099141820218144	1.07244964335336	0.576566849521552	0.654018166672507	1.10185702539247	0.0974152908616294	0.862484702832753
109	"Absent"	42	35	1	7	0.729166666666667	0.538461538461538	42	35	4	8	0.708333333333333	0.571428571428572	-0.0329670329670331	0.71875	0.109291542742898	46	21	0	22	0.5	0.916666666666667	39	21	4	23	0.333333333333333	0.71875	0.197916666666667	0.416666666666667	0.422675035185564	0.031026845027833	2.49236522135987	0.721556076932022	1.70958603763905	0.770742198520499	0.22958669665785
110	"Present"	22	34	23	13	0.1875	0.333333333333333	30	14	17	31	-0.0208333333333334	0.63265306122449	-0.299319727891156	0.0833333333333333	-0.11672993545236	28	30	18	18	0.208333333333333	0.473684210526316	27	34	18	13	0.291666666666667	0.382352941176471	0.0913312693498452	0.25	0.00182752505499763	-0.66325502052252	0.000321321689354103	0.253417790548153	-1.14206548136414	-0.823858603588143	-1.21988500252337
111	"Absent"	31	35	4	9	0.458333333333333	0.346153846153846	35	35	8	12	0.479166666666667	0.48	-0.133846153846154	0.46875	-0.0518155284513271	47	40	1	7	0.833333333333333	0.875	44	38	2	10	0.708333333333333	0.714285714285714	0.160714285714285	0.770833333333333	0.381302118778199	1.50637580932233	2.24737595217644	0.558157906949322	0.587624784260743	-0.365881926775021	-0.319390030588034
112	"Present"	21	41	20	5	0.333333333333333	0.15625	36	28	10	17	0.395833333333333	0.586206896551724	-0.429956896551724	0.364583333333333	-0.277963199562411	28	35	14	7	0.4375	0.259259259259259	39	24	3	18	0.4375	0.666666666666667	-0.407407407407407	0.4375	-0.231305285863316	0.117812078221627	-1.38017205245887	-1.93711370220869	0.12014092868645	-1.96137303066561	-1.93080282856075
113	"Present"	34	33	10	12	0.458333333333333	0.461538461538462	27	36	15	8	0.395833333333333	0.275862068965517	0.185676392572944	0.427083333333333	0.133232542695252	39	35	7	9	0.625	0.5	37	38	9	8	0.604166666666667	0.421052631578947	0.0789473684210526	0.614583333333333	0.0255968726523764	0.855486560368877	0.141071251897611	0.199025929134717	0.400631242031026	0.93964799469588	1.41942807454409
114	"Absent"	20	27	7	6	0.291666666666667	0.176470588235294	22	17	8	10	0.25	0.277777777777778	-0.101307189542484	0.270833333333333	-0.15248907925433	43	30	1	4	0.8125	0.444444444444444	37	42	6	1	0.75	0.0833333333333333	0.361111111111111	0.78125	-0.00773673346262066	1.54976842591923	-0.0563133298648581	1.43832938258946	-0.300594541330413	-1.07614241238652	-0.142315389416209
115	"Present"	22	28	22	19	0.0625	0.422222222222222	29	22	18	26	0.0625	0.577777777777778	-0.155555555555556	0.0625	-0.009114483295964	32	29	16	17	0.3125	0.515151515151515	33	33	14	14	0.395833333333333	0.482758620689655	0.03239289446186	0.354166666666667	0.0366881301362929	-0.229328854553549	0.206748011025623	-0.00544796889821069	-1.235562252479	-0.0646224119744152	-0.437530991740683
116	"Absent"	28	28	11	12	0.333333333333333	0.375	28	23	9	9	0.395833333333333	0.310344827586207	0.0646551724137931	0.364583333333333	0.034926605521324	41	36	7	7	0.708333333333333	0.5	36	38	7	10	0.541666666666667	0.454545454545455	0.0454545454545454	0.625	0.023393042955792	0.898879176965774	0.128021298603169	0.0519206675847427	0.120140928686451	0.24609122513009	0.760839530241807
117	"Present"	26	35	6	5	0.4375	0.185185185185185	39	32	4	4	0.729166666666667	0.307692307692308	-0.122507122507122	0.583333333333333	-0.153983018859993	37	39	9	4	0.6875	0.266666666666667	37	38	4	10	0.5625	0.476190476190476	-0.20952380952381	0.625	-0.211364534059007	0.898879176965774	-1.2620931101043	-1.0679806807185	1.10185702539247	-1.0866822836966	-0.257683859277333
118	"Absent"	32	33	14	12	0.416666666666667	0.428571428571429	37	27	11	15	0.458333333333333	0.576923076923077	-0.148351648351648	0.4375	-0.00247360447374187	32	19	16	28	0.0833333333333333	0.636363636363636	24	28	23	20	0.0833333333333333	0.454545454545455	0.181818181818182	0.0833333333333333	0.159756679319428	-1.35753688607287	0.935497070603006	0.650849232466782	0.447379627588455	-0.0177704455985761	-0.398327860649535
119	"Present"	32	36	11	8	0.5	0.333333333333333	44	24	3	13	0.645833333333333	0.764705882352941	-0.431372549019608	0.572916666666667	-0.161793857753848	39	35	7	11	0.583333333333333	0.55	31	30	15	16	0.3125	0.484848484848485	0.0651515151515152	0.447916666666667	0.0713991018017397	0.161204694818525	0.412288647736711	0.138432571401038	1.05510863983504	-1.14178841814336	-1.93850670476391
120	"Absent"	32	19	5	18	0.291666666666667	0.529411764705882	26	21	10	13	0.270833333333333	0.371428571428571	0.157983193277311	0.28125	0.168493127672951	30	24	17	17	0.270833333333333	0.485714285714286	24	31	17	12	0.25	0.333333333333333	0.152380952380952	0.260416666666667	0.0170830932862877	-0.619862403925623	0.0906570010783064	0.521556716873199	-0.253846155772984	1.18841442847561	1.26872372875086
121	"Present"	28	36	9	11	0.354166666666667	0.354838709677419	35	35	11	7	0.583333333333333	0.35	0.00483870967741939	0.46875	0.00123271821795638	39	34	6	6	0.6875	0.4	33	38	6	7	0.541666666666667	0.318181818181818	0.0818181818181818	0.614583333333333	-0.0676342218509717	0.855486560368877	-0.410995648164582	0.211634951553287	0.587624784260743	0.0083779770391601	0.435322756678841
122	"Absent"	20	20	25	25	-0.104166666666667	0.471698113207547	25	23	21	21	0.0833333333333334	0.477272727272727	-0.00557461406518012	-0.0104166666666667	0.074659438948088	29	20	7	15	0.291666666666667	0.441176470588235	25	22	10	16	0.1875	0.41025641025641	0.030920060331825	0.239583333333333	-0.0325162647692805	-0.706647637119416	-0.203045051790213	-0.0119168667314923	-1.562800951381	0.526409753078272	0.378654217756757
123	"Present"	33	23	9	15	0.375	0.5	26	30	17	13	0.270833333333333	0.371428571428571	0.128571428571429	0.322916666666667	0.139081362967068	22	20	3	5	0.354166666666667	0.161290322580645	20	26	10	8	0.25	0.222222222222222	-0.0609318996415771	0.302083333333333	-0.300029752282494	-0.446291937538034	-1.78712322402428	-0.415343792233622	-0.066852613543267	0.980911920457703	1.10866707688819
124	"Absent"	33	34	15	13	0.416666666666667	0.464285714285714	37	26	11	19	0.375	0.633333333333333	-0.169047619047619	0.395833333333333	0.013990298021498	37	33	11	13	0.5	0.541666666666667	36	31	10	15	0.4375	0.555555555555556	-0.013888888888889	0.46875	0.0584132391089505	0.247989928012318	0.335393004715123	-0.208724170836144	0.260386085358738	0.0983837904252582	-0.510953805055462
125	"Present"	22	33	16	10	0.25	0.277777777777778	29	19	14	18	0.229166666666667	0.486486486486486	-0.208708708708709	0.239583333333333	-0.122405154406391	34	24	8	7	0.5625	0.333333333333333	23	30	11	9	0.291666666666667	0.264705882352941	0.0686274509803922	0.427083333333333	-0.130782168834016	0.0744194616247303	-0.784925521260399	0.153699377956854	-0.440839698002701	-0.86389775724956	-0.726786526548349
126	"Absent"	39	33	3	9	0.625	0.5	34	43	8	3	0.645833333333333	0.176470588235294	0.323529411764706	0.635416666666667	0.205612099164901	44	24	3	12	0.666666666666667	0.75	33	38	5	9	0.5	0.375	0.375	0.583333333333333	0.27862713848518	0.725308710578185	1.63938718634383	1.49933136604967	1.33559895317961	1.45029193758286	2.16961402637786
127	"Present"	32	30	10	13	0.395833333333333	0.448275862068965	37	25	5	11	0.541666666666667	0.5	-0.0517241379310347	0.46875	0.0434813515952212	38	37	1	4	0.708333333333333	0.285714285714286	38	27	4	10	0.583333333333333	0.5	-0.214285714285714	0.645833333333333	-0.193883583061001	0.985664410159568	-1.15857985115332	-1.08889564647628	0.587624784260743	0.30644568816695	0.12751191640591
128	"Absent"	31	40	9	4	0.5625	0.19047619047619	36	35	6	4	0.666666666666667	0.25	-0.0595238095238095	0.614583333333333	-0.129004121640418	42	34	1	1	0.854166666666667	0.142857142857143	44	35	1	4	0.833333333333333	0.5	-0.357142857142857	0.84375	-0.336740725918144	1.81012412550061	-2.00450685039124	-1.71634461920985	1.24210218206475	-0.910454033796772	0.0850666794998016
129	"Present"	41	40	2	3	0.791666666666667	0.3	39	42	1	3	0.75	0.25	0.0499999999999999	0.770833333333333	-0.019480312116609	39	30	4	7	0.666666666666667	0.4375	27	36	13	7	0.416666666666667	0.25	0.1875	0.541666666666667	-0.0256478542543537	0.551738244190597	-0.162373834515229	0.675804589336867	1.94332796542619	-0.137754218225331	0.681087164055064
130	"Absent"	26	32	12	13	0.270833333333333	0.371428571428571	31	29	11	18	0.270833333333333	0.514285714285714	-0.142857142857143	0.270833333333333	-0.0382410360941519	36	24	8	14	0.458333333333333	0.538461538461538	30	33	5	11	0.395833333333333	0.379310344827586	0.159151193633952	0.427083333333333	0.0668050560067022	0.0744194616247303	0.385085056120407	0.551292583308671	-0.300594541330413	-0.270112725662774	-0.368427167444421
131	"Present"	37	11	7	31	0.125	0.738095238095238	31	13	12	28	0.0625	0.622222222222222	0.115873015873016	0.09375	0.291591563980228	36	27	10	10	0.541666666666667	0.454545454545455	39	22	6	20	0.395833333333333	0.689655172413793	-0.235109717868339	0.46875	-0.0375317355905398	0.247989928012318	-0.232744107061366	-1.18035764406911	-1.09531709580671	2.05688439354825	1.03956325259193
132	"Absent"	26	25	14	14	0.25	0.388888888888889	29	25	14	12	0.354166666666667	0.387096774193548	0.00179211469534052	0.302083333333333	0.0226233712215929	39	30	6	10	0.604166666666667	0.526315789473684	31	42	6	6	0.520833333333333	0.260869565217391	0.265446224256293	0.5625	0.0624527171966812	0.638523477384392	0.359312729755813	1.01815553770336	-0.160349384658126	0.159290858016602	0.418743411736794
133	"Present"	34	26	5	7	0.5625	0.333333333333333	31	32	7	4	0.5625	0.19047619047619	0.142857142857143	0.5625	0.034165925587471	33	29	5	10	0.479166666666667	0.4	38	27	1	10	0.583333333333333	0.5	-0.1	0.53125	-0.0795978687752866	0.508345627593701	-0.481838251762976	-0.586936468289431	1.00836025427761	0.240724563331594	1.18640887922148
134	"Absent"	28	19	14	17	0.229166666666667	0.45945945945946	22	26	19	19	0.0625	0.422222222222222	0.0372372372372373	0.145833333333333	0.0812071440301575	37	28	6	6	0.645833333333333	0.352941176470588	22	34	14	6	0.333333333333333	0.1875	0.165441176470588	0.489583333333333	-0.106094174153532	0.334775161206113	-0.638735832459552	0.578919086194184	-0.861575168019565	0.572604370772166	0.611633151460004
135	"Present"	9	31	31	13	-0.0833333333333333	0.25	34	20	5	21	0.270833333333333	0.6	-0.35	0.09375	-0.188920189816598	23	38	22	8	0.3125	0.242424242424242	30	13	16	35	-0.104166666666667	0.660377358490566	-0.417953116066324	0.104166666666667	-0.247726465855039	-1.27075165287908	-1.47740988905927	-1.98343196066219	-1.09531709580671	-1.33316700397916	-1.4956833012772
136	"Absent"	29	24	4	4	0.520833333333333	0.173913043478261	28	29	2	6	0.458333333333333	0.230769230769231	-0.0568561872909699	0.489583333333333	-0.139004637995492	30	22	5	10	0.416666666666667	0.357142857142857	22	40	10	3	0.395833333333333	0.103448275862069	0.253694581280788	0.40625	-0.0963618851509497	-0.0123657715690639	-0.581106190237856	0.96654064351298	0.681121555375602	-0.981008529451932	0.0995836827225738
137	"Present"	34	11	11	35	-0.0208333333333333	0.714285714285714	31	9	14	38	-0.145833333333333	0.690909090909091	0.0233766233766234	-0.0833333333333333	0.244342179611976	32	11	16	36	-0.0833333333333334	0.692307692307692	24	25	23	23	0.0208333333333333	0.48936170212766	0.202945990180033	-0.03125	0.213409824150318	-1.83485566863874	1.25320357724831	0.743645584036066	-1.89003965028301	1.72353595775197	0.536204714252105
138	"Present"	26	32	7	2	0.5	0.0833333333333333	38	22	1	8	0.625	0.444444444444444	-0.361111111111111	0.5625	-0.302502466394381	31	32	4	3	0.583333333333333	0.15	24	39	3	1	0.479166666666667	0.04	0.11	0.53125	-0.29932984205677	0.508345627593701	-1.78297871332541	0.335413521628908	1.00836025427761	-2.13449965069246	-1.55614914753643
139	"Absent"	27	28	17	14	0.270833333333333	0.4	28	21	12	18	0.208333333333333	0.473684210526316	-0.0736842105263159	0.239583333333333	0.00418593145858583	20	21	18	18	0.0416666666666667	0.391304347826087	29	17	12	27	0.0416666666666666	0.58695652173913	-0.195652173913043	0.0416666666666667	-0.0940152651303937	-1.53110735246046	-0.567210705611472	-1.00705447611973	-0.440839698002701	0.0292131482799982	0.00800682280100854
140	"Absent"	41	38	6	10	0.645833333333333	0.588235294117647	44	37	4	10	0.708333333333333	0.714285714285714	-0.126050420168067	0.677083333333333	0.110314327909215	41	44	5	2	0.8125	0.222222222222222	39	44	5	3	0.75	0.25	-0.0277777777777778	0.78125	-0.240925632032131	1.54976842591923	-1.43713882642238	-0.269726154296352	1.52259249540933	0.777958035084425	-0.276966223522897
141	"Present"	45	43	2	4	0.854166666666667	0.571428571428571	44	42	3	3	0.854166666666667	0.428571428571428	0.142857142857143	0.854166666666667	0.191009546199723	46	42	2	5	0.854166666666667	0.714285714285715	45	45	1	3	0.875	0.5	0.214285714285715	0.864583333333333	0.234687845510428	1.89690935869441	1.37920114656046	0.793451271724412	2.31731504988563	1.34726968121574	1.18640887922148
