"Subject"	"APperfBias"	"WITperfBias"	"WITStand"	"APStand"
64	-0.0312500000000001	-0.145833333333333	-0.318541331064885	0.411228374603097
65	0.09375	-0.0104166666666665	0.857889721163393	1.32338003730868
66	-0.0312499999999996	-0.25	-1.22348829431741	0.411228374603101
67	0	0.020833333333333	1.12937381013915	0.639266290279492
68	-0.208333333333333	-0.0104166666666665	0.857889721163393	-0.880986480896471
69	-0.208333333333333	-0.145833333333333	-0.318541331064889	-0.880986480896471
70	-0.302083333333334	-0.177083333333333	-0.590025420040642	-1.56510022792566
71	-0.239583333333334	-0.25	-1.22348829431741	-1.10902439657287
72	-0.145833333333333	-0.458333333333333	-3.03338222082246	-0.424910649543679
73	-0.09375	-0.145833333333333	-0.318541331064889	-0.0448474567496906
74	-0.104166666666667	0.0104166666666665	1.0388791138139	-0.120860095308488
75	-0.177083333333333	-0.177083333333333	-0.590025420040642	-0.652948565220077
76	-0.135416666666667	-0.197916666666667	-0.771014812691152	-0.348898010984882
77	-0.208333333333333	-0.15625	-0.409036027390136	-0.880986480896468
78	-0.0520833333333335	-0.104166666666667	0.0434374542361189	0.259203097485501
79	-0.135416666666667	-0.270833333333334	-1.40447768696792	-0.348898010984882
80	-0.1875	-0.03125	0.676900328512888	-0.728961203778877
81	0.0416666666666665	0.09375	1.76283668441592	0.943316844514684
82	0.052083333333333	-0.072916666666667	0.314921543211875	1.01932948307348
83	-0.0625	-0.104166666666667	0.0434374542361189	0.183190458926704
84	-0.15625	0.03125	1.2198685064644	-0.500923288102483
85	-0.0937499999999996	-0.135416666666667	-0.228046634739634	-0.0448474567496874
86	-0.114583333333333	0.0416666666666665	1.31036320278965	-0.196872733867285
87	0.0416666666666665	-0.208333333333333	-0.861509509016403	0.943316844514684
88	-0.0937499999999995	-0.177083333333333	-0.590025420040646	-0.044847456749687
89	-0.072916666666667	-0.0208333333333339	0.767395024838135	0.107177820367903
90	0.0416666666666665	-0.291666666666667	-1.58546707961842	0.943316844514684
91	-0.125	0.0104166666666665	1.0388791138139	-0.272885372426085
92	0.0208333333333335	-0.239583333333333	-1.13299359799216	0.79129156739709
93	-0.447916666666667	-0.1875	-0.680520116365901	-2.62927716774883
94	-0.260416666666667	-0.270833333333333	-1.40447768696792	-1.26104967369046
95	-0.15625	-0.145833333333334	-0.318541331064893	-0.500923288102483
96	-0.135416666666667	-0.1875	-0.680520116365897	-0.348898010984882
97	-0.3125	-0.208333333333333	-0.861509509016403	-1.64111286648445
98	-0.010416666666667	-0.354166666666667	-2.12843525756994	0.563253651720692
99	-0.0625	-0.114583333333333	-0.0470572420891322	0.183190458926704
100	-0.104166666666667	-0.104166666666667	0.0434374542361227	-0.120860095308488
101	-0.291666666666667	-0.114583333333333	-0.0470572420891283	-1.48908758936685
