"Subject"	"Task"	"C_black"	"A_neg_black"	"A_pos_black"	"C_white"	"A_neg_white"	"A_pos_white"	"AResid"	"C_mean"	"IMS"	"EMS"	"Observer"
172	"APT"	0.391304347826087	0.428571428571429	0.571428571428571	0.591485507246377	0.254988913525499	0.745011086474501	-0.100648349727497	0.491394927536232	7.2	5.8	"Absent"
173	"APT"	0	0.610396869759642	0.389603130240358	0.102564102564103	0.571428571428571	0.428571428571429	0.0701560128843265	0.0512820512820513	7.8	3.4	"Present"
174	"APT"	0.441666666666667	0.597014925373134	0.402985074626866	0.481707317073171	0.517647058823529	0.482352941176471	0.0586471911029469	0.461686991869919	6.4	6.6	"Absent"
175	"APT"	0.882352941176471	1	0	0.787339971550498	0.618729096989967	0.381270903010033	0.458111742756566	0.834846456363484	7.8	5.4	"Present"
176	"APT"	0.797435897435897	0.506329113924051	0.493670886075949	0.847701149425287	0.452830188679245	0.547169811320755	-0.0297811541875979	0.822568523430592	8	6.4	"Absent"
177	"APT"	0.0148011100832562	0.308920187793427	0.691079812206573	0.127659574468085	0.439024390243902	0.560975609756098	-0.22670924681469	0.0712303422756707	5.4	4.6	"Present"
178	"APT"	0.552380952380952	0.851063829787234	0.148936170212766	0.590909090909091	0.444444444444444	0.555555555555556	0.31524562350736	0.571645021645022	6.4	6.8	"Absent"
179	"APT"	0.323232323232323	0.328358208955224	0.671641791044776	0.324074074074074	0.287671232876712	0.712328767123288	-0.201999841366922	0.323653198653199	5.2	7.2	"Present"
180	"APT"	0.068840579710145	0.626459143968872	0.373540856031128	0.0158562367864693	0.692803437164339	0.307196562835661	0.0819909979435896	0.0423484082483072	9	4.6	"Absent"
181	"APT"	0.833333333333333	1	0	0.416666666666667	0.571428571428572	0.428571428571429	0.459759143124684	0.625	8.8	1.2	"Present"
182	"APT"	0.194528875379939	0.290566037735849	0.709433962264151	0.227502527805864	0.337696335078534	0.662303664921466	-0.241534305527111	0.211015701592902	9	5.6	"Absent"
183	"APT"	0.166666666666667	0.6	0.4	0.0348837209302325	0.481927710843374	0.518072289156627	0.0628763125202666	0.10077519379845	6.8	7.6	"Present"
184	"APT"	0.699248120300752	0.475	0.525	0.750915750915751	0.382352941176471	0.617647058823529	-0.0586556602166619	0.725081935608251	7.8	2	"Absent"
185	"APT"	0.0772727272727273	0.566502463054187	0.433497536945813	0.0888501742160279	0.294455066921606	0.705544933078394	0.0359081428265769	0.0830614507443776	7	2.6	"Present"
186	"APT"	0.285897435897436	0.210053859964093	0.789946140035907	0.279307631785995	0.50764192139738	0.49235807860262	-0.327965411643507	0.282602533841716	6.8	3.8	"Absent"
187	"APT"	0.291666666666667	0.205882352941177	0.794117647058823	0.424606845513414	0.92443729903537	0.0755627009646302	-0.346653223726491	0.35813675609004	9	3.4	"Present"
188	"APT"	0.674418604651163	0.5	0.5	0.561411992263056	0.533627342888644	0.466372657111356	-0.0389243015712703	0.617915298457109	5	6.4	"Absent"
189	"APT"	0.543123543123543	0.336734693877551	0.663265306122449	0.593398349587397	0.285977859778598	0.714022140221402	-0.193564379013962	0.56826094635547	NA	NA	"Present"
190	"APT"	0.168997668997669	0.38288920056101	0.61711079943899	0.142995169082126	0.492671927846674	0.507328072153326	-0.154608690520825	0.155996419039897	7.6	5.8	"Absent"
191	"APT"	0.248674443266172	0.318278052223006	0.681721947776994	0.204545454545455	0.457142857142857	0.542857142857143	-0.217982419116412	0.226609948905813	8.8	1.8	"Present"
192	"APT"	0.503875968992248	0.671875	0.328125	0.455297157622739	0.469639468690702	0.530360531309298	0.13517929200687	0.479586563307494	7.6	4.6	"Absent"
193	"APT"	0.66078431372549	0.606936416184971	0.393063583815029	0.361344537815126	0.447368421052632	0.552631578947368	0.0710163725558599	0.511064425770308	5.8	3	"Present"
194	"APT"	0.163492063492063	0.654648956356736	0.345351043643264	0.256493506493507	0.519650655021834	0.480349344978166	0.116211440089933	0.209992784992785	9	7.2	"Absent"
195	"APT"	0	0.47191011235955	0.528089887640449	0	0.431718061674009	0.568281938325991	-0.063464854708666	0	8	6.6	"Present"
196	"APT"	0.423141891891892	0.187408491947291	0.812591508052709	0.686609686609687	0.409090909090909	0.590909090909091	-0.347178408200897	0.554875789250789	7.8	3.2	"Absent"
197	"APT"	0.28154379020287	0.384986225895317	0.615013774104683	0.0909090909090909	0.3	0.7	-0.145801215332243	0.18622644055598	8.2	4.8	"Present"
198	"APT"	0.374190564292322	0.339985218033999	0.660014781966001	0.413131313131313	0.302925989672978	0.697074010327022	-0.19090413065457	0.393660938711818	6.6	2.8	"Absent"
199	"APT"	0.803381642512077	0.773955773955774	0.226044226044226	0.741443108233117	0.411449016100179	0.588550983899821	0.239286744776057	0.772412375372597	8.8	8.2	"Present"
200	"APT"	0.642857142857143	0.8	0.2	0.691287878787879	0.607361963190184	0.392638036809816	0.258507641537477	0.667072510822511	7.4	5.8	"Absent"
201	"APT"	0.670531400966184	0.527859237536657	0.472140762463343	0.678658536585366	0.544592030360531	0.455407969639469	-0.0114469462645273	0.674594968775775	NA	NA	"Present"
202	"APT"	0.341638981173865	0.529857022708158	0.470142977291842	0.577694235588972	0.56379821958457	0.43620178041543	-0.010118081423663	0.459666608381419	7.2	3.4	"Absent"
203	"APT"	0.00362976406533577	0.207650273224044	0.792349726775956	0	0.11310592459605	0.88689407540395	-0.316627951351791	0.00181488203266789	8.2	5.6	"Present"
204	"APT"	0.602514506769826	0.428223844282238	0.571776155717762	0.432661717921527	0.386915887850467	0.613084112149533	-0.105590735945168	0.517588112345676	6.8	5.6	"Absent"
205	"APT"	0.343853820598007	0.673417721518987	0.326582278481013	0.659090909090909	0	1	0.153078792323159	0.501472364844458	7.4	5.8	"Present"
206	"APT"	0.227906976744186	0.518072289156627	0.481927710843373	0.0726190476190477	0.51219512195122	0.48780487804878	-0.0201055630202058	0.150263012181617	7.2	6.2	"Absent"
